engagement,ad_name,campaign,date,reach,spend
34,XBrand | Weekend Treat | Win Big | Limited Time | Zero Interest,XBrand | Savings Fiesta | Summer Bonanza | Holiday Cashback | Flash Sale | Diwali Deals,2024-06-04,"23,006",LKR780.62
"4,952",XBrand | Gift Vouchers | Easy Payments | Limited Time | Win Big | Swipe and Win,XBrand | Diwali Deals | Savings Fiesta | Luxury Travel | Lifestyle Rewards | Digital Drive,2024-06-04,"55,947","LKR1,750.91"
"6,815",XBrand | Easy Payments | Gift Vouchers | Win Big | Exclusive Offer | Swipe and Win,XBrand | Green Finance | Auto Loans Special | Digital Drive | Flash Sale,2024-06-04,"21,752","LKR1,623.12"
"6,154",XBrand | Swipe and Win | Easy Payments | Get Rewarded | Gift Vouchers,XBrand | Luxury Travel | Digital Drive | Auto Loans Special | Green Finance | Lifestyle Rewards,2024-06-04,"12,509","LKR1,718.62"
"1,798",XBrand | Bonus Points | Limited Time | Zero Interest | Easy Payments,XBrand | Savings Fiesta | Flash Sale | Digital Drive,2024-06-04,"65,846","LKR2,288.96"
"1,256",XBrand | Bonus Points | Get Rewarded | Travel Smart | Zero Interest | Win Big,XBrand | Green Finance | Diwali Deals | Holiday Cashback | Flash Sale | Auto Loans Special,2024-06-04,"38,083","LKR1,777.38"
2,XBrand | Bonus Points | Swipe and Win | Save More,XBrand | Gold Loan Offers | Luxury Travel | Digital Drive | Diwali Deals | Green Finance,2024-06-04,24,LKR5.74
25,XBrand | Easy Payments | Zero Interest | Weekend Treat | Limited Time | Save More,XBrand | Diwali Deals | Holiday Cashback | Savings Fiesta | Gold Loan Offers | Auto Loans Special,2024-06-04,404,LKR117.59
24,XBrand | Get Rewarded | Bonus Points | Swipe and Win,XBrand | Gold Loan Offers | Lifestyle Rewards | Flash Sale | Summer Bonanza,2024-06-04,"14,885",LKR593.51
3,XBrand | Swipe and Win | Win Big | Get Rewarded,XBrand | Lifestyle Rewards | Gold Loan Offers | Luxury Travel | Holiday Cashback | Back to School,2024-06-04,"1,473",LKR63.38
58,XBrand | Travel Smart | Swipe and Win | Zero Interest | Gift Vouchers | Weekend Treat,XBrand | Luxury Travel | Green Finance | Summer Bonanza | Digital Drive,2024-06-04,"2,420",LKR85.50
54,XBrand | Win Big | Save More | Easy Payments,XBrand | Summer Bonanza | Gold Loan Offers | Lifestyle Rewards | Digital Drive | Back to School,2024-06-04,"2,083",LKR71.82
5,XBrand | Win Big | Save More | Weekend Treat,XBrand | Lifestyle Rewards | Holiday Cashback | Luxury Travel | Gold Loan Offers,2024-06-04,"2,347",LKR76.54
5,XBrand | Zero Interest | Bonus Points | Limited Time,XBrand | Diwali Deals | Flash Sale | Green Finance | Digital Drive | Savings Fiesta,2024-06-04,7,LKR8.94
28,XBrand | Weekend Treat | Easy Payments | Zero Interest | Gift Vouchers | Swipe and Win,XBrand | Auto Loans Special | Digital Drive | Diwali Deals | Luxury Travel | Flash Sale,2024-06-04,"21,783",LKR671.95
22,XBrand | Weekend Treat | Limited Time | Win Big | Easy Payments,XBrand | Green Finance | Summer Bonanza | Auto Loans Special | Lifestyle Rewards | Holiday Cashback,2024-06-04,"17,182",LKR600.55
22,XBrand | Get Rewarded | Weekend Treat | Travel Smart | Save More | Limited Time,XBrand | Summer Bonanza | Back to School | Green Finance | Diwali Deals | Flash Sale,2024-06-04,3,LKR4.17
11,XBrand | Easy Payments | Swipe and Win | Exclusive Offer,XBrand | Flash Sale | Holiday Cashback | Savings Fiesta | Diwali Deals | Back to School,2024-06-04,"13,779",LKR426.28
25,XBrand | Swipe and Win | Zero Interest | Save More | Limited Time | Weekend Treat,XBrand | Gold Loan Offers | Diwali Deals | Lifestyle Rewards | Auto Loans Special,2024-06-04,"5,382",LKR287.88
32,XBrand | Gift Vouchers | Weekend Treat | Limited Time,XBrand | Summer Bonanza | Luxury Travel | Back to School | Green Finance,2024-06-04,"16,799",LKR643.13
86,XBrand | Travel Smart | Gift Vouchers | Win Big | Swipe and Win | Weekend Treat,XBrand | Flash Sale | Holiday Cashback | Lifestyle Rewards | Digital Drive | Gold Loan Offers,2024-06-04,"6,357",LKR761.68
159,XBrand | Win Big | Bonus Points | Save More | Gift Vouchers,XBrand | Gold Loan Offers | Auto Loans Special | Green Finance | Summer Bonanza,2024-06-04,"38,403",LKR497.05
17,XBrand | Zero Interest | Bonus Points | Get Rewarded | Win Big | Exclusive Offer,XBrand | Luxury Travel | Flash Sale | Digital Drive,2024-06-04,"6,942",LKR273.89
28,XBrand | Swipe and Win | Save More | Bonus Points,XBrand | Summer Bonanza | Back to School | Holiday Cashback | Lifestyle Rewards | Auto Loans Special,2024-06-04,"16,083",LKR590.84
"3,906",XBrand | Travel Smart | Win Big | Limited Time | Get Rewarded,XBrand | Digital Drive | Back to School | Savings Fiesta | Summer Bonanza | Holiday Cashback,2024-06-04,"31,229","LKR1,886.62"
"4,631",XBrand | Gift Vouchers | Exclusive Offer | Win Big,XBrand | Flash Sale | Holiday Cashback | Diwali Deals | Savings Fiesta,2024-06-04,"29,687","LKR1,757.84"
"1,493",XBrand | Save More | Swipe and Win | Win Big | Easy Payments | Zero Interest,XBrand | Auto Loans Special | Savings Fiesta | Digital Drive,2024-06-04,"4,407",LKR926.72
29,XBrand | Zero Interest | Save More | Travel Smart | Get Rewarded | Gift Vouchers,XBrand | Lifestyle Rewards | Auto Loans Special | Summer Bonanza,2024-06-04,"18,602",LKR745.51
36,XBrand | Swipe and Win | Bonus Points | Win Big | Weekend Treat,XBrand | Back to School | Savings Fiesta | Lifestyle Rewards | Luxury Travel,2024-06-04,"20,473",LKR663.53
40,XBrand | Gift Vouchers | Save More | Swipe and Win | Win Big,XBrand | Flash Sale | Back to School | Gold Loan Offers | Savings Fiesta | Summer Bonanza,2024-06-04,111,LKR131.31
1,XBrand | Win Big | Easy Payments | Exclusive Offer,XBrand | Holiday Cashback | Lifestyle Rewards | Diwali Deals | Flash Sale,2024-06-04,81,LKR94.44
16,XBrand | Limited Time | Save More | Bonus Points | Travel Smart | Easy Payments,XBrand | Digital Drive | Luxury Travel | Savings Fiesta,2024-06-04,"3,610",LKR430.10
32,XBrand | Save More | Limited Time | Weekend Treat,XBrand | Flash Sale | Lifestyle Rewards | Gold Loan Offers,2024-06-04,"20,158",LKR763.24
51,XBrand | Zero Interest | Bonus Points | Weekend Treat | Exclusive Offer,XBrand | Gold Loan Offers | Savings Fiesta | Digital Drive | Green Finance | Summer Bonanza,2024-06-04,"16,167",LKR794.00
152,XBrand | Save More | Zero Interest | Travel Smart | Gift Vouchers | Win Big,XBrand | Gold Loan Offers | Holiday Cashback | Lifestyle Rewards | Auto Loans Special,2024-06-04,"40,487",LKR423.40
20,XBrand | Weekend Treat | Bonus Points | Gift Vouchers | Travel Smart | Zero Interest,XBrand | Summer Bonanza | Holiday Cashback | Savings Fiesta | Digital Drive,2024-06-04,"10,116",LKR424.08
34,XBrand | Swipe and Win | Bonus Points | Save More,XBrand | Green Finance | Back to School | Digital Drive | Auto Loans Special | Holiday Cashback,2024-06-04,"19,619",LKR655.08
38,XBrand | Zero Interest | Travel Smart | Gift Vouchers | Win Big,XBrand | Flash Sale | Lifestyle Rewards | Savings Fiesta,2024-06-04,"22,646",LKR738.00
32,XBrand | Limited Time | Weekend Treat | Swipe and Win,XBrand | Back to School | Auto Loans Special | Diwali Deals | Green Finance | Luxury Travel,2024-06-04,"20,914",LKR769.31
31,XBrand | Zero Interest | Limited Time | Save More,XBrand | Flash Sale | Gold Loan Offers | Back to School,2024-06-04,5,LKR12.81
34,XBrand | Win Big | Swipe and Win | Save More,XBrand | Summer Bonanza | Green Finance | Lifestyle Rewards,2024-06-04,4,LKR3.06
29,XBrand | Get Rewarded | Swipe and Win | Zero Interest,XBrand | Flash Sale | Diwali Deals | Summer Bonanza | Auto Loans Special,2024-06-04,"3,282",LKR344.80
28,XBrand | Easy Payments | Exclusive Offer | Save More,XBrand | Lifestyle Rewards | Green Finance | Gold Loan Offers | Holiday Cashback | Luxury Travel,2024-06-04,"16,643",LKR678.36
57,XBrand | Bonus Points | Gift Vouchers | Exclusive Offer | Swipe and Win | Weekend Treat,XBrand | Savings Fiesta | Luxury Travel | Back to School,2024-06-04,"16,443",LKR649.18
95,XBrand | Bonus Points | Weekend Treat | Gift Vouchers | Travel Smart,XBrand | Green Finance | Gold Loan Offers | Back to School | Summer Bonanza,2024-06-04,"27,158",LKR427.96
11,XBrand | Save More | Win Big | Limited Time | Gift Vouchers,XBrand | Lifestyle Rewards | Summer Bonanza | Flash Sale | Savings Fiesta,2024-06-04,"10,475",LKR359.24
42,XBrand | Travel Smart | Win Big | Exclusive Offer | Save More | Gift Vouchers,XBrand | Digital Drive | Gold Loan Offers | Auto Loans Special,2024-06-04,"17,844",LKR740.18
"1,976",XBrand | Win Big | Swipe and Win | Bonus Points,XBrand | Back to School | Green Finance | Savings Fiesta | Flash Sale,2024-06-04,"29,340","LKR1,068.51"
"1,555",XBrand | Win Big | Gift Vouchers | Travel Smart | Weekend Treat,XBrand | Digital Drive | Summer Bonanza | Auto Loans Special | Luxury Travel,2024-06-04,"16,192",LKR768.28
"2,707",XBrand | Save More | Swipe and Win | Gift Vouchers | Bonus Points,XBrand | Diwali Deals | Gold Loan Offers | Green Finance,2024-06-04,"94,764","LKR1,140.35"
"1,855",XBrand | Win Big | Exclusive Offer | Get Rewarded,XBrand | Summer Bonanza | Lifestyle Rewards | Green Finance | Holiday Cashback | Gold Loan Offers,2024-06-04,"18,725",LKR984.53
"3,076",XBrand | Easy Payments | Weekend Treat | Limited Time,XBrand | Holiday Cashback | Summer Bonanza | Auto Loans Special,2024-06-04,"58,121",LKR660.51
"3,096",XBrand | Bonus Points | Gift Vouchers | Weekend Treat | Limited Time | Save More,XBrand | Summer Bonanza | Green Finance | Diwali Deals | Lifestyle Rewards | Flash Sale,2024-06-04,"39,942","LKR1,336.94"
"4,095",XBrand | Weekend Treat | Exclusive Offer | Easy Payments | Bonus Points | Limited Time,XBrand | Diwali Deals | Luxury Travel | Savings Fiesta | Green Finance | Gold Loan Offers,2024-06-04,"38,332","LKR1,426.29"
"2,538",XBrand | Zero Interest | Limited Time | Get Rewarded | Exclusive Offer,XBrand | Luxury Travel | Lifestyle Rewards | Holiday Cashback | Diwali Deals,2024-06-04,"17,582",LKR904.50
"3,758",XBrand | Limited Time | Zero Interest | Swipe and Win,XBrand | Back to School | Holiday Cashback | Summer Bonanza | Savings Fiesta | Digital Drive,2024-06-04,"24,192","LKR1,460.13"
"3,823",XBrand | Get Rewarded | Swipe and Win | Easy Payments | Bonus Points | Limited Time,XBrand | Digital Drive | Green Finance | Gold Loan Offers | Savings Fiesta | Lifestyle Rewards,2024-06-04,"26,361","LKR1,418.36"
"3,847",XBrand | Easy Payments | Zero Interest | Save More,XBrand | Auto Loans Special | Summer Bonanza | Gold Loan Offers | Holiday Cashback,2024-06-04,"77,834","LKR2,823.61"
"2,039",XBrand | Travel Smart | Zero Interest | Easy Payments,XBrand | Diwali Deals | Holiday Cashback | Luxury Travel | Summer Bonanza | Green Finance,2024-06-04,"4,713",LKR873.74
"5,106",XBrand | Exclusive Offer | Zero Interest | Bonus Points,XBrand | Holiday Cashback | Auto Loans Special | Luxury Travel | Savings Fiesta,2024-06-04,"87,134","LKR3,023.27"
"3,353",XBrand | Weekend Treat | Easy Payments | Swipe and Win,XBrand | Gold Loan Offers | Green Finance | Lifestyle Rewards | Back to School | Digital Drive,2024-06-04,"40,602","LKR1,978.86"
"3,047",XBrand | Exclusive Offer | Easy Payments | Limited Time | Save More | Bonus Points,XBrand | Digital Drive | Diwali Deals | Auto Loans Special | Savings Fiesta,2024-06-04,2,LKR4.21
"1,337",XBrand | Limited Time | Gift Vouchers | Get Rewarded | Win Big,XBrand | Holiday Cashback | Lifestyle Rewards | Flash Sale | Savings Fiesta,2024-06-04,"21,920","LKR1,114.71"
"3,631",XBrand | Limited Time | Exclusive Offer | Easy Payments | Swipe and Win,XBrand | Flash Sale | Back to School | Digital Drive | Auto Loans Special | Diwali Deals,2024-06-04,"42,764","LKR1,516.86"
"5,986",XBrand | Exclusive Offer | Swipe and Win | Weekend Treat,XBrand | Summer Bonanza | Gold Loan Offers | Flash Sale | Digital Drive | Lifestyle Rewards,2024-06-04,"48,203","LKR1,659.37"
"3,184",XBrand | Swipe and Win | Easy Payments | Limited Time | Travel Smart,XBrand | Lifestyle Rewards | Green Finance | Luxury Travel,2024-06-04,"21,833",LKR894.38
"3,353",XBrand | Weekend Treat | Save More | Travel Smart,XBrand | Summer Bonanza | Digital Drive | Auto Loans Special | Flash Sale | Savings Fiesta,2024-06-05,"38,430","LKR1,094.26"
"4,833",XBrand | Weekend Treat | Gift Vouchers | Easy Payments | Limited Time | Swipe and Win,XBrand | Back to School | Lifestyle Rewards | Flash Sale,2024-06-05,"35,838","LKR1,206.63"
"1,878",XBrand | Bonus Points | Weekend Treat | Win Big | Limited Time | Gift Vouchers,XBrand | Digital Drive | Flash Sale | Back to School | Lifestyle Rewards,2024-06-05,"20,605",LKR638.57
"1,589",XBrand | Travel Smart | Zero Interest | Gift Vouchers | Save More | Swipe and Win,XBrand | Holiday Cashback | Green Finance | Summer Bonanza,2024-06-05,"27,958","LKR1,080.41"
"1,161",XBrand | Zero Interest | Exclusive Offer | Win Big | Bonus Points,XBrand | Flash Sale | Auto Loans Special | Digital Drive | Gold Loan Offers | Luxury Travel,2024-06-05,"3,852",LKR718.35
650,XBrand | Bonus Points | Limited Time | Gift Vouchers,XBrand | Auto Loans Special | Back to School | Lifestyle Rewards,2024-06-05,"1,325",LKR366.27
24,XBrand | Win Big | Travel Smart | Swipe and Win,XBrand | Diwali Deals | Lifestyle Rewards | Back to School | Holiday Cashback,2024-06-05,"1,487",LKR158.78
"7,044",XBrand | Gift Vouchers | Win Big | Exclusive Offer | Easy Payments | Bonus Points,XBrand | Digital Drive | Green Finance | Back to School | Gold Loan Offers,2024-06-05,"104,403","LKR5,245.64"
118,XBrand | Win Big | Travel Smart | Swipe and Win | Save More,XBrand | Savings Fiesta | Summer Bonanza | Luxury Travel | Auto Loans Special | Diwali Deals,2024-06-05,"5,053",LKR242.06
207,XBrand | Zero Interest | Swipe and Win | Get Rewarded,XBrand | Gold Loan Offers | Auto Loans Special | Holiday Cashback,2024-06-05,464,LKR174.16
152,XBrand | Swipe and Win | Travel Smart | Save More | Bonus Points | Exclusive Offer,XBrand | Digital Drive | Savings Fiesta | Auto Loans Special | Luxury Travel | Holiday Cashback,2024-06-05,"1,120",LKR165.96
17,XBrand | Gift Vouchers | Easy Payments | Save More,XBrand | Back to School | Digital Drive | Lifestyle Rewards,2024-06-05,"10,191",LKR334.52
18,XBrand | Win Big | Easy Payments | Gift Vouchers | Travel Smart | Bonus Points,XBrand | Gold Loan Offers | Digital Drive | Diwali Deals | Summer Bonanza | Flash Sale,2024-06-05,"9,560",LKR343.42
28,XBrand | Easy Payments | Zero Interest | Weekend Treat | Save More,XBrand | Lifestyle Rewards | Flash Sale | Auto Loans Special | Holiday Cashback | Digital Drive,2024-06-05,"17,363",LKR618.14
"6,257",XBrand | Win Big | Weekend Treat | Bonus Points | Travel Smart | Gift Vouchers,XBrand | Gold Loan Offers | Summer Bonanza | Diwali Deals | Back to School,2024-06-05,"40,336","LKR1,645.51"
22,XBrand | Swipe and Win | Gift Vouchers | Limited Time | Zero Interest,XBrand | Savings Fiesta | Summer Bonanza | Back to School,2024-06-05,"18,084",LKR776.48
6,XBrand | Win Big | Bonus Points | Easy Payments | Gift Vouchers,XBrand | Digital Drive | Holiday Cashback | Auto Loans Special | Back to School,2024-06-05,"11,107",LKR402.90
282,XBrand | Get Rewarded | Swipe and Win | Gift Vouchers | Bonus Points | Limited Time,XBrand | Luxury Travel | Summer Bonanza | Savings Fiesta | Holiday Cashback | Digital Drive,2024-06-05,"9,975",LKR383.83
194,XBrand | Travel Smart | Get Rewarded | Save More | Bonus Points,XBrand | Auto Loans Special | Diwali Deals | Gold Loan Offers | Summer Bonanza | Green Finance,2024-06-05,"8,855",LKR389.72
21,XBrand | Exclusive Offer | Save More | Weekend Treat | Gift Vouchers,XBrand | Summer Bonanza | Lifestyle Rewards | Holiday Cashback,2024-06-05,"10,520",LKR409.46
79,XBrand | Bonus Points | Weekend Treat | Swipe and Win,XBrand | Flash Sale | Diwali Deals | Lifestyle Rewards | Auto Loans Special | Holiday Cashback,2024-06-05,"55,044","LKR2,470.02"
67,XBrand | Zero Interest | Weekend Treat | Exclusive Offer | Bonus Points,XBrand | Back to School | Summer Bonanza | Flash Sale | Auto Loans Special,2024-06-05,"65,796","LKR2,591.16"
"4,391",XBrand | Save More | Zero Interest | Bonus Points,XBrand | Flash Sale | Gold Loan Offers | Lifestyle Rewards | Savings Fiesta | Holiday Cashback,2024-06-05,"112,379","LKR4,141.42"
"2,433",XBrand | Swipe and Win | Save More | Limited Time,XBrand | Lifestyle Rewards | Summer Bonanza | Auto Loans Special,2024-06-05,"123,592","LKR5,185.49"
424,XBrand | Save More | Exclusive Offer | Travel Smart | Win Big,XBrand | Savings Fiesta | Holiday Cashback | Digital Drive,2024-06-05,"1,522","LKR1,898.63"
22,XBrand | Swipe and Win | Weekend Treat | Bonus Points,XBrand | Gold Loan Offers | Luxury Travel | Lifestyle Rewards | Flash Sale | Summer Bonanza,2024-06-05,"17,936",LKR632.79
22,XBrand | Bonus Points | Zero Interest | Weekend Treat | Easy Payments,XBrand | Holiday Cashback | Luxury Travel | Flash Sale | Back to School | Savings Fiesta,2024-06-05,"13,359",LKR634.17
2,XBrand | Weekend Treat | Get Rewarded | Zero Interest | Limited Time | Easy Payments,XBrand | Diwali Deals | Luxury Travel | Digital Drive,2024-06-05,284,LKR298.67
23,XBrand | Easy Payments | Save More | Limited Time | Travel Smart | Zero Interest,XBrand | Luxury Travel | Gold Loan Offers | Diwali Deals | Back to School,2024-06-05,"13,210",LKR392.23
25,XBrand | Gift Vouchers | Limited Time | Travel Smart | Swipe and Win,XBrand | Digital Drive | Savings Fiesta | Luxury Travel,2024-06-05,"5,149",LKR332.48
29,XBrand | Win Big | Exclusive Offer | Easy Payments,XBrand | Back to School | Luxury Travel | Digital Drive | Holiday Cashback | Auto Loans Special,2024-06-05,"16,957",LKR642.99
82,XBrand | Get Rewarded | Exclusive Offer | Save More,XBrand | Lifestyle Rewards | Luxury Travel | Summer Bonanza | Flash Sale | Green Finance,2024-06-05,"6,807",LKR684.62
38,XBrand | Travel Smart | Save More | Gift Vouchers | Easy Payments | Swipe and Win,XBrand | Luxury Travel | Savings Fiesta | Flash Sale,2024-06-05,"45,228",LKR413.60
16,XBrand | Easy Payments | Win Big | Gift Vouchers | Limited Time | Swipe and Win,XBrand | Gold Loan Offers | Green Finance | Lifestyle Rewards | Summer Bonanza,2024-06-05,"7,382",LKR321.37
24,XBrand | Weekend Treat | Get Rewarded | Easy Payments | Save More,XBrand | Digital Drive | Auto Loans Special | Holiday Cashback | Diwali Deals,2024-06-05,"16,406",LKR754.03
"2,727",XBrand | Win Big | Swipe and Win | Exclusive Offer | Limited Time | Bonus Points,XBrand | Gold Loan Offers | Savings Fiesta | Luxury Travel | Green Finance,2024-06-05,"23,226","LKR1,659.25"
"3,305",XBrand | Get Rewarded | Win Big | Bonus Points,XBrand | Lifestyle Rewards | Holiday Cashback | Summer Bonanza,2024-06-05,"24,168","LKR1,661.33"
"1,343",XBrand | Travel Smart | Easy Payments | Win Big | Exclusive Offer | Limited Time,XBrand | Luxury Travel | Gold Loan Offers | Green Finance | Summer Bonanza | Back to School,2024-06-05,"4,827",LKR901.92
